"Time";"rain-rate";"snow-depth";"air-temp";"concrete-temp";"grass-temp"
"2024-01-08T00:00:00+00:00";0;0.36;-0.39674;-0.46326;-0.5008
"2024-01-08T00:01:00+00:00";0;null;-0.39091;-0.47812;-0.5101
"2024-01-08T00:02:00+00:00";0;0.36;-0.38757;-0.4827;-0.50751
"2024-01-08T00:03:00+00:00";0;0.365;-0.38158;-0.47795;-0.49851
"2024-01-08T00:04:00+00:00";0;0.36;-0.37682;-0.47021;-0.48488
"2024-01-08T00:05:00+00:00";0;0.36;-0.37758;-0.46031;-0.47089
"2024-01-08T00:06:00+00:00";0;0.355;-0.37867;-0.44899;-0.46528
"2024-01-08T00:07:00+00:00";0;0.36;-0.38229;-0.43738;-0.45741
"2024-01-08T00:08:00+00:00";0;0.35;-0.38966;-0.43631;-0.45691
"2024-01-08T00:09:00+00:00";0;0.355;-0.39928;-0.44537;-0.47217
"2024-01-08T00:10:00+00:00";0;0.355;-0.4068;-0.45365;-0.48492
"2024-01-08T00:11:00+00:00";0;0.355;-0.45069;-0.46219;-0.49485
"2024-01-08T00:12:00+00:00";0;0.36;-0.47834;-0.48147;-0.52515
"2024-01-08T00:13:00+00:00";0;0.35;-0.48253;-0.49607;-0.54464
"2024-01-08T00:14:00+00:00";0;0.355;-0.48552;-0.50289;-0.55789
"2024-01-08T00:15:00+00:00";0;0.305;-0.49125;-0.50299;-0.56677
"2024-01-08T00:16:00+00:00";0;0.275;-0.49754;-0.49734;-0.56377
"2024-01-08T00:17:00+00:00";0;0.32;-0.50915;-0.48913;-0.55803
"2024-01-08T00:18:00+00:00";0;0.34;-0.51821;-0.48523;-0.55749
"2024-01-08T00:19:00+00:00";0;0.345;-0.5242;-0.48091;-0.55531
"2024-01-08T00:20:00+00:00";0;0.34;-0.52854;-0.47167;-0.54771
"2024-01-08T00:21:00+00:00";0;0.35;-0.52789;-0.46114;-0.53937
"2024-01-08T00:22:00+00:00";0;0.335;-0.51947;-0.45494;-0.53159
"2024-01-08T00:23:00+00:00";0;0.345;-0.51412;-0.45015;-0.52539
"2024-01-08T00:24:00+00:00";0;0.355;-0.51214;-0.4533;-0.52574
"2024-01-08T00:25:00+00:00";0;0.345;-0.51155;-0.46428;-0.53266
"2024-01-08T00:26:00+00:00";0;0.345;-0.5092;-0.48546;-0.54645
"2024-01-08T00:27:00+00:00";0;0.345;-0.50823;-0.50753;-0.57247
"2024-01-08T00:28:00+00:00";0;0.35;-0.50755;-0.52567;-0.60304
"2024-01-08T00:29:00+00:00";0;0.34;-0.50709;-0.53699;-0.63205
"2024-01-08T00:30:00+00:00";0;0.35;-0.51218;-0.53595;-0.63322
"2024-01-08T00:31:00+00:00";0;0.35;-0.52752;-0.52703;-0.62246
"2024-01-08T00:32:00+00:00";0;0.35;-0.53561;-0.5201;-0.61119
"2024-01-08T00:33:00+00:00";0;0.345;-0.54866;-0.5053;-0.59564
"2024-01-08T00:34:00+00:00";0;0.345;-0.56225;-0.49384;-0.58256
"2024-01-08T00:35:00+00:00";0;0.355;-0.56966;-0.49457;-0.5823
"2024-01-08T00:36:00+00:00";0;0.35;-0.5661;-0.49804;-0.58166
"2024-01-08T00:37:00+00:00";0;0.345;-0.57816;-0.50657;-0.58259
"2024-01-08T00:38:00+00:00";0;0.34;-0.58585;-0.51863;-0.59386
"2024-01-08T00:39:00+00:00";0;0.345;-0.59236;-0.52915;-0.60265
"2024-01-08T00:40:00+00:00";0;0.355;-0.61461;-0.53832;-0.61522
"2024-01-08T00:41:00+00:00";0;0.36;-0.61847;-0.54596;-0.62661
"2024-01-08T00:42:00+00:00";0;0.365;-0.61497;-0.55919;-0.64767
"2024-01-08T00:43:00+00:00";0;0.365;-0.6183;-0.5786;-0.66675
"2024-01-08T00:44:00+00:00";0;0.36;-0.62195;-0.60782;-0.68636
"2024-01-08T00:45:00+00:00";0;0.355;-0.62458;-0.65712;-0.72293
"2024-01-08T00:46:00+00:00";0;0.36;-0.63144;-0.73866;-0.79221
"2024-01-08T00:47:00+00:00";0;0.35;-0.63579;-0.84084;-0.88052
"2024-01-08T00:48:00+00:00";0;0.345;-0.6369;-0.94338;-0.98341
"2024-01-08T00:49:00+00:00";0;0.345;-0.63778;-1.0134;-1.08991
"2024-01-08T00:50:00+00:00";0;0.34;-0.63572;-1.08805;-1.18233
"2024-01-08T00:51:00+00:00";0;0.335;-0.65435;-1.14873;-1.22617
"2024-01-08T00:52:00+00:00";0;0.34;-0.7243;-1.20707;-1.29712
"2024-01-08T00:53:00+00:00";0;0.35;-0.77047;-1.27884;-1.39848
"2024-01-08T00:54:00+00:00";0;0.295;-0.76586;-1.30626;-1.46418
"2024-01-08T00:55:00+00:00";0;0.295;-0.75703;-1.28697;-1.48091
"2024-01-08T00:56:00+00:00";0;0.335;-0.77746;-1.24477;-1.45928
"2024-01-08T00:57:00+00:00";0;0.34;-0.78666;-1.2594;-1.45117
"2024-01-08T00:58:00+00:00";0;0.335;-0.79504;-1.33271;-1.54576
"2024-01-08T00:59:00+00:00";0;0.34;-0.80351;-1.47057;-1.7249
"2024-01-08T01:00:00+00:00";0;0.345;-0.81044;-1.55552;-1.86209
"2024-01-08T01:01:00+00:00";0;0.34;-0.83767;-1.55693;-1.84567
"2024-01-08T01:02:00+00:00";0;0.34;-0.88267;-1.58994;-1.8633
"2024-01-08T01:03:00+00:00";0;0.34;-0.92422;-1.66107;-1.94956
"2024-01-08T01:04:00+00:00";0;0.34;-0.94438;-1.73418;-2.07818
"2024-01-08T01:05:00+00:00";0;0.34;-0.94842;-1.79321;-2.21736
"2024-01-08T01:06:00+00:00";0;0.345;-0.99155;-1.85453;-2.32806
"2024-01-08T01:07:00+00:00";0;0.345;-0.99813;-1.87246;-2.34804
"2024-01-08T01:08:00+00:00";0;0.345;-0.99428;-1.86599;-2.32438
"2024-01-08T01:09:00+00:00";0;0.35;-1.0095;-1.80129;-2.29586
"2024-01-08T01:10:00+00:00";0;0.355;-0.99871;-1.70229;-2.22534
"2024-01-08T01:11:00+00:00";0;0.355;-1.00515;-1.57949;-2.09007
"2024-01-08T01:12:00+00:00";0;0.36;-0.9828;-1.46777;-1.90207
"2024-01-08T01:13:00+00:00";0;0.36;-0.96951;-1.34438;-1.73628
"2024-01-08T01:14:00+00:00";0;0.355;-0.99336;-1.26016;-1.64018
"2024-01-08T01:15:00+00:00";0;0.36;-1.02025;-1.18747;-1.53391
"2024-01-08T01:16:00+00:00";0;0.37;-1.01478;-1.15211;-1.4828
"2024-01-08T01:17:00+00:00";0;0.37;-1.0049;-1.15106;-1.48615
"2024-01-08T01:18:00+00:00";0;0.365;-1.00983;-1.15838;-1.49067
"2024-01-08T01:19:00+00:00";0;0.36;-1.01348;-1.17032;-1.49394
"2024-01-08T01:20:00+00:00";0;0.36;-1.00301;-1.24821;-1.55186
"2024-01-08T01:21:00+00:00";0;0.36;-1.00473;-1.34696;-1.63272
"2024-01-08T01:22:00+00:00";0;0.365;-1.01201;-1.39199;-1.69162
"2024-01-08T01:23:00+00:00";0;0.36;-1.01431;-1.35621;-1.67808
"2024-01-08T01:24:00+00:00";0;0.37;-1.01404;-1.30988;-1.65387
"2024-01-08T01:25:00+00:00";0;0.37;-1.01767;-1.25997;-1.63028
"2024-01-08T01:26:00+00:00";0;0.32;-1.01624;-1.24484;-1.61139
"2024-01-08T01:27:00+00:00";0;0.285;-1.00449;-1.23259;-1.58119
"2024-01-08T01:28:00+00:00";0;0.325;-0.99876;-1.16632;-1.51218
"2024-01-08T01:29:00+00:00";0;0.34;-0.99534;-1.08069;-1.40735
"2024-01-08T01:30:00+00:00";0;0.345;-0.97895;-0.99685;-1.2922
"2024-01-08T01:31:00+00:00";0;0.35;-0.95151;-0.92885;-1.20042
"2024-01-08T01:32:00+00:00";0;0.35;-0.93604;-0.87203;-1.13648
"2024-01-08T01:33:00+00:00";0;0.35;-0.94232;-0.8257;-1.08772
"2024-01-08T01:34:00+00:00";0;0.355;-0.94533;-0.80634;-1.04932
"2024-01-08T01:35:00+00:00";0;0.355;-0.93482;-0.79747;-1.02493
"2024-01-08T01:36:00+00:00";0;0.36;-0.92974;-0.79774;-1.02125
"2024-01-08T01:37:00+00:00";0;0.35;-0.93052;-0.80976;-1.0259
"2024-01-08T01:38:00+00:00";0;0.355;-0.90634;-0.80539;-1.01671
"2024-01-08T01:39:00+00:00";0;0.355;-0.87756;-0.79231;-0.99461
"2024-01-08T01:40:00+00:00";0;0.36;-0.86981;-0.76642;-0.96091
"2024-01-08T01:41:00+00:00";0;0.355;-0.87413;-0.73734;-0.93473
"2024-01-08T01:42:00+00:00";0;0.36;-0.88184;-0.71193;-0.90718
"2024-01-08T01:43:00+00:00";0;0.365;-0.86535;-0.69511;-0.88311
"2024-01-08T01:44:00+00:00";0;0.35;-0.85638;-0.6746;-0.86141
"2024-01-08T01:45:00+00:00";0;0.355;-0.8672;-0.65134;-0.83623
"2024-01-08T01:46:00+00:00";0;0.355;-0.85686;-0.63821;-0.81671
"2024-01-08T01:47:00+00:00";0;0.36;-0.81776;-0.61582;-0.77775
"2024-01-08T01:48:00+00:00";0;0.36;-0.80874;-0.58808;-0.73218
"2024-01-08T01:49:00+00:00";0;0.36;-0.8174;-0.56534;-0.69449
"2024-01-08T01:50:00+00:00";0;0.36;-0.83507;-0.54919;-0.67649
"2024-01-08T01:51:00+00:00";0;0.355;-0.81995;-0.53842;-0.65976
"2024-01-08T01:52:00+00:00";0;0.355;-0.76584;-0.52168;-0.63339
"2024-01-08T01:53:00+00:00";0;0.355;-0.70381;-0.50365;-0.60151
"2024-01-08T01:54:00+00:00";0;0.36;-0.6779;-0.48983;-0.57092
"2024-01-08T01:55:00+00:00";0;0.36;-0.68791;-0.47988;-0.55107
"2024-01-08T01:56:00+00:00";0;0.36;-0.71802;-0.47166;-0.54218
"2024-01-08T01:57:00+00:00";0;0.36;-0.73535;-0.46529;-0.53673
"2024-01-08T01:58:00+00:00";0;0.35;-0.75325;-0.46189;-0.53664
"2024-01-08T01:59:00+00:00";0;0.355;-0.76747;-0.46023;-0.53559
"2024-01-08T02:00:00+00:00";0;0.355;-0.71404;-0.45725;-0.5312
"2024-01-08T02:01:00+00:00";0;0.355;-0.64644;-0.4518;-0.52242
"2024-01-08T02:02:00+00:00";0;0.36;-0.63551;-0.4438;-0.50973
"2024-01-08T02:03:00+00:00";0;0.36;-0.65462;-0.43447;-0.497
"2024-01-08T02:04:00+00:00";0;0.365;-0.64432;-0.42803;-0.48796
"2024-01-08T02:05:00+00:00";0;0.36;-0.62768;-0.42301;-0.48104
"2024-01-08T02:06:00+00:00";0;0.365;-0.61777;-0.41832;-0.47542
"2024-01-08T02:07:00+00:00";0;0.36;-0.60137;-0.41505;-0.47139
"2024-01-08T02:08:00+00:00";0;0.36;-0.58694;-0.4156;-0.46929
"2024-01-08T02:09:00+00:00";0;0.325;-0.61338;-0.41743;-0.46813
"2024-01-08T02:10:00+00:00";0;0.28;-0.63049;-0.41851;-0.47017
"2024-01-08T02:11:00+00:00";0;0.3;-0.63455;-0.42141;-0.47446
"2024-01-08T02:12:00+00:00";0;0.34;-0.62934;-0.42233;-0.47619
"2024-01-08T02:13:00+00:00";0;0.34;-0.61742;-0.41768;-0.47137
"2024-01-08T02:14:00+00:00";0;0.345;-0.6043;-0.41211;-0.46565
"2024-01-08T02:15:00+00:00";0;0.345;-0.59641;-0.40814;-0.45925
"2024-01-08T02:16:00+00:00";0;0.345;-0.56834;-0.4072;-0.4509
"2024-01-08T02:17:00+00:00";0;0.35;-0.51787;-0.4054;-0.44026
"2024-01-08T02:18:00+00:00";0;0.34;-0.47255;-0.40838;-0.43226
"2024-01-08T02:19:00+00:00";0;0.355;-0.42688;-0.40566;-0.42132
"2024-01-08T02:20:00+00:00";0;0.355;-0.3864;-0.40259;-0.40182
"2024-01-08T02:21:00+00:00";0;0.34;-0.37876;-0.40233;-0.39627
"2024-01-08T02:22:00+00:00";0;0.36;-0.39301;-0.40291;-0.40544
"2024-01-08T02:23:00+00:00";0;0.35;-0.41871;-0.40188;-0.40658
"2024-01-08T02:24:00+00:00";0;0.35;-0.43061;-0.40328;-0.40436
"2024-01-08T02:25:00+00:00";0;0.35;-0.40804;-0.41005;-0.40578
"2024-01-08T02:26:00+00:00";0;0.345;-0.38519;-0.41049;-0.40964
"2024-01-08T02:27:00+00:00";0;0.35;-0.40451;-0.40537;-0.40443
"2024-01-08T02:28:00+00:00";0;0.35;-0.4268;-0.40206;-0.41266
"2024-01-08T02:29:00+00:00";0;0.355;-0.43492;-0.40028;-0.42066
"2024-01-08T02:30:00+00:00";0;0.355;-0.44372;-0.39773;-0.42387
"2024-01-08T02:31:00+00:00";0;0.355;-0.45192;-0.39315;-0.42004
"2024-01-08T02:32:00+00:00";0;0.345;-0.45675;-0.39048;-0.42248
"2024-01-08T02:33:00+00:00";0;0.34;-0.45795;-0.38979;-0.42714
"2024-01-08T02:34:00+00:00";0;0.345;-0.45576;-0.39172;-0.43267
"2024-01-08T02:35:00+00:00";0;0.35;-0.45313;-0.39604;-0.43744
"2024-01-08T02:36:00+00:00";0;0.35;-0.45566;-0.40476;-0.44724
"2024-01-08T02:37:00+00:00";0;0.35;-0.45828;-0.41272;-0.45833
"2024-01-08T02:38:00+00:00";0;0.36;-0.4578;-0.41563;-0.46624
"2024-01-08T02:39:00+00:00";0;0.36;-0.45369;-0.41606;-0.46833
"2024-01-08T02:40:00+00:00";0;0.355;-0.45438;-0.41491;-0.46652
"2024-01-08T02:41:00+00:00";0;0.36;-0.4536;-0.41434;-0.46638
"2024-01-08T02:42:00+00:00";0;0.36;-0.45307;-0.41407;-0.4687
"2024-01-08T02:43:00+00:00";0;0.355;-0.45077;-0.41637;-0.46968
"2024-01-08T02:44:00+00:00";0;0.355;-0.45293;-0.41839;-0.47236
"2024-01-08T02:45:00+00:00";0;0.355;-0.45747;-0.4164;-0.46923
"2024-01-08T02:46:00+00:00";0;0.365;-0.45613;-0.4107;-0.46292
"2024-01-08T02:47:00+00:00";0;0.36;-0.4547;-0.40266;-0.45464
"2024-01-08T02:48:00+00:00";0;0.36;-0.45279;-0.39216;-0.4419
"2024-01-08T02:49:00+00:00";0;0.36;-0.45015;-0.37936;-0.42904
"2024-01-08T02:50:00+00:00";0;0.36;-0.44678;-0.36999;-0.41976
"2024-01-08T02:51:00+00:00";0;0.365;-0.44724;-0.36328;-0.41285
"2024-01-08T02:52:00+00:00";0;0.36;-0.44718;-0.35861;-0.40945
"2024-01-08T02:53:00+00:00";0;0.36;-0.44588;-0.35491;-0.40608
"2024-01-08T02:54:00+00:00";0;0.31;-0.44664;-0.35079;-0.40427
"2024-01-08T02:55:00+00:00";0;0.26;-0.44652;-0.3496;-0.40248
"2024-01-08T02:56:00+00:00";0;0.285;-0.44843;-0.34871;-0.40173
"2024-01-08T02:57:00+00:00";0;0.33;-0.4499;-0.34963;-0.4031
"2024-01-08T02:58:00+00:00";0;0.34;-0.45055;-0.34762;-0.40202
"2024-01-08T02:59:00+00:00";0;0.345;-0.45003;-0.34584;-0.40007
"2024-01-08T03:00:00+00:00";0;0.345;-0.44907;-0.34679;-0.40196
"2024-01-08T03:01:00+00:00";0;0.35;-0.44903;-0.34792;-0.40552
"2024-01-08T03:02:00+00:00";0;0.35;-0.45228;-0.34925;-0.40664
"2024-01-08T03:03:00+00:00";0;0.35;-0.4534;-0.34939;-0.40735
"2024-01-08T03:04:00+00:00";0;0.345;-0.45586;-0.35182;-0.41085
"2024-01-08T03:05:00+00:00";0;0.35;-0.45986;-0.35608;-0.41658
"2024-01-08T03:06:00+00:00";0;0.355;-0.46456;-0.36054;-0.42228
"2024-01-08T03:07:00+00:00";0;0.36;-0.46871;-0.36087;-0.4278
"2024-01-08T03:08:00+00:00";0;0.35;-0.47942;-0.37025;-0.44325
"2024-01-08T03:09:00+00:00";0;0.355;-0.47892;-0.3763;-0.4553
"2024-01-08T03:10:00+00:00";0;0.355;-0.47637;-0.37814;-0.46344
"2024-01-08T03:11:00+00:00";0;0.35;-0.48497;-0.37479;-0.46384
"2024-01-08T03:12:00+00:00";0;0.35;-0.48954;-0.37349;-0.46066
"2024-01-08T03:13:00+00:00";0;0.345;-0.49313;-0.37874;-0.46499
"2024-01-08T03:14:00+00:00";0;0.36;-0.50111;-0.38438;-0.47101
"2024-01-08T03:15:00+00:00";0;0.365;-0.50684;-0.39045;-0.47648
"2024-01-08T03:16:00+00:00";0;0.36;-0.50842;-0.39378;-0.48315
"2024-01-08T03:17:00+00:00";0;0.355;-0.51327;-0.39842;-0.48622
"2024-01-08T03:18:00+00:00";0;0.355;-0.51463;-0.39896;-0.49146
"2024-01-08T03:19:00+00:00";0;0.355;-0.51156;-0.40309;-0.49454
"2024-01-08T03:20:00+00:00";0;0.35;-0.51108;-0.40669;-0.49448
"2024-01-08T03:21:00+00:00";0;0.355;-0.51365;-0.40989;-0.49222
"2024-01-08T03:22:00+00:00";0;0.355;-0.51643;-0.41046;-0.48551
"2024-01-08T03:23:00+00:00";0;0.365;-0.51744;-0.40959;-0.484
"2024-01-08T03:24:00+00:00";0;0.36;-0.51986;-0.41057;-0.49402
"2024-01-08T03:25:00+00:00";0;0.36;-0.52138;-0.41231;-0.50147
"2024-01-08T03:26:00+00:00";0;0.36;-0.52444;-0.41495;-0.5064
"2024-01-08T03:27:00+00:00";0;0.355;-0.52595;-0.41513;-0.50987
"2024-01-08T03:28:00+00:00";0;0.355;-0.5225;-0.41311;-0.51069
"2024-01-08T03:29:00+00:00";0;0.355;-0.51942;-0.41603;-0.50821
"2024-01-08T03:30:00+00:00";0;0.355;-0.51836;-0.41637;-0.50488
"2024-01-08T03:31:00+00:00";0;0.36;-0.51857;-0.41743;-0.49854
"2024-01-08T03:32:00+00:00";0;0.355;-0.5205;-0.41972;-0.49607
"2024-01-08T03:33:00+00:00";0;0.355;-0.51959;-0.41326;-0.4956
"2024-01-08T03:34:00+00:00";0;0.355;-0.51875;-0.40573;-0.49063
"2024-01-08T03:35:00+00:00";0;0.355;-0.5199;-0.40235;-0.48573
"2024-01-08T03:36:00+00:00";0;0.36;-0.51895;-0.40046;-0.485
"2024-01-08T03:37:00+00:00";0;0.36;-0.51791;-0.39776;-0.48468
"2024-01-08T03:38:00+00:00";0;0.36;-0.51729;-0.39715;-0.48526
"2024-01-08T03:39:00+00:00";0;0.36;-0.51618;-0.39351;-0.48226
"2024-01-08T03:40:00+00:00";0;0.325;-0.51378;-0.3882;-0.47989
"2024-01-08T03:41:00+00:00";0;0.285;-0.51178;-0.3851;-0.47868
"2024-01-08T03:42:00+00:00";0;0.285;-0.51178;-0.38297;-0.47361
"2024-01-08T03:43:00+00:00";0;0.345;-0.51229;-0.38135;-0.4719
"2024-01-08T03:44:00+00:00";0;0.345;-0.51203;-0.38576;-0.47212
"2024-01-08T03:45:00+00:00";0;0.35;-0.51105;-0.39166;-0.47396
"2024-01-08T03:46:00+00:00";0;0.35;-0.51056;-0.39095;-0.47666
"2024-01-08T03:47:00+00:00";0;0.34;-0.51119;-0.38733;-0.4783
"2024-01-08T03:48:00+00:00";0;0.34;-0.51198;-0.38634;-0.4768
"2024-01-08T03:49:00+00:00";0;0.35;-0.51186;-0.38938;-0.47458
"2024-01-08T03:50:00+00:00";0;0.35;-0.51167;-0.38812;-0.47281
"2024-01-08T03:51:00+00:00";0;0.35;-0.51882;-0.38824;-0.47358
"2024-01-08T03:52:00+00:00";0;0.35;-0.52701;-0.39284;-0.47916
"2024-01-08T03:53:00+00:00";0;0.35;-0.53076;-0.40612;-0.49038
"2024-01-08T03:54:00+00:00";0;0.345;-0.53205;-0.42042;-0.49864
"2024-01-08T03:55:00+00:00";0;0.345;-0.54184;-0.42576;-0.50452
"2024-01-08T03:56:00+00:00";0;0.345;-0.56277;-0.43874;-0.51898
"2024-01-08T03:57:00+00:00";0;0.35;-0.58487;-0.44996;-0.54159
"2024-01-08T03:58:00+00:00";0;0.35;-0.59144;-0.45484;-0.55046
"2024-01-08T03:59:00+00:00";0;0.35;-0.5958;-0.45585;-0.55101
"2024-01-08T04:00:00+00:00";0;0.34;-0.59601;-0.45366;-0.54957
"2024-01-08T04:01:00+00:00";0;0.345;-0.59855;-0.44979;-0.54966
"2024-01-08T04:02:00+00:00";0;0.345;-0.59637;-0.44351;-0.55274
"2024-01-08T04:03:00+00:00";0;0.345;-0.59076;-0.43884;-0.55379
"2024-01-08T04:04:00+00:00";0;0.35;-0.59013;-0.42831;-0.55361
"2024-01-08T04:05:00+00:00";0;0.35;-0.59127;-0.42154;-0.55293
"2024-01-08T04:06:00+00:00";0;0.345;-0.59088;-0.41645;-0.5463
"2024-01-08T04:07:00+00:00";0;0.36;-0.59398;-0.4194;-0.54215
"2024-01-08T04:08:00+00:00";0;0.36;-0.59457;-0.41767;-0.54217
"2024-01-08T04:09:00+00:00";0;0.355;-0.59205;-0.41744;-0.53946
"2024-01-08T04:10:00+00:00";0;0.36;-0.58735;-0.41315;-0.53457
"2024-01-08T04:11:00+00:00";0;0.36;-0.57931;-0.40788;-0.52816
"2024-01-08T04:12:00+00:00";0;0.355;-0.57202;-0.40425;-0.51955
"2024-01-08T04:13:00+00:00";0;0.36;-0.57286;-0.40093;-0.51416
"2024-01-08T04:14:00+00:00";0;0.355;-0.57442;-0.40337;-0.51207
"2024-01-08T04:15:00+00:00";0;0.355;-0.57561;-0.41026;-0.51451
"2024-01-08T04:16:00+00:00";0;0.355;-0.5745;-0.40343;-0.51532
"2024-01-08T04:17:00+00:00";0;0.355;-0.57946;-0.40572;-0.51584
"2024-01-08T04:18:00+00:00";0;0.36;-0.5838;-0.41912;-0.52489
"2024-01-08T04:19:00+00:00";0;0.355;-0.58866;-0.41867;-0.52726
"2024-01-08T04:20:00+00:00";0;0.36;-0.59599;-0.42336;-0.53578
"2024-01-08T04:21:00+00:00";0;0.36;-0.59423;-0.42847;-0.5396
"2024-01-08T04:22:00+00:00";0;0.355;-0.59692;-0.4362;-0.5413
"2024-01-08T04:23:00+00:00";0;0.315;-0.6215;-0.43786;-0.54727
"2024-01-08T04:24:00+00:00";0;0.26;-0.65184;-0.45194;-0.56929
"2024-01-08T04:25:00+00:00";0;0.27;-0.69176;-0.48399;-0.60659
"2024-01-08T04:26:00+00:00";0;0.325;-0.70795;-0.51691;-0.63524
"2024-01-08T04:27:00+00:00";0;0.325;-0.7343;-0.53107;-0.65551
"2024-01-08T04:28:00+00:00";0;0.335;-0.74173;-0.52905;-0.67154
"2024-01-08T04:29:00+00:00";0;0.33;-0.73951;-0.53219;-0.67821
"2024-01-08T04:30:00+00:00";0;0.335;-0.73515;-0.53707;-0.67932
"2024-01-08T04:31:00+00:00";0;0.34;-0.73209;-0.53376;-0.6845
"2024-01-08T04:32:00+00:00";0;0.33;-0.72996;-0.53699;-0.67675
"2024-01-08T04:33:00+00:00";0;0.33;-0.7267;-0.54521;-0.6734
"2024-01-08T04:34:00+00:00";0;0.345;-0.7321;-0.54657;-0.66839
"2024-01-08T04:35:00+00:00";0;0.345;-0.74097;-0.55373;-0.68795
"2024-01-08T04:36:00+00:00";0;0.34;-0.73464;-0.53817;-0.70201
"2024-01-08T04:37:00+00:00";0;0.33;-0.72824;-0.5241;-0.70937
"2024-01-08T04:38:00+00:00";0;0.33;-0.72693;-0.51589;-0.71168
"2024-01-08T04:39:00+00:00";0;0.33;-0.72861;-0.50617;-0.70971
"2024-01-08T04:40:00+00:00";0;0.33;-0.73745;-0.49953;-0.70072
"2024-01-08T04:41:00+00:00";0;0.335;-0.73823;-0.49216;-0.69213
"2024-01-08T04:42:00+00:00";0;0.34;-0.75475;-0.49912;-0.68719
"2024-01-08T04:43:00+00:00";0;0.34;-0.79516;-0.51816;-0.71043
"2024-01-08T04:44:00+00:00";0;0.35;-0.79981;-0.52187;-0.72763
"2024-01-08T04:45:00+00:00";0;0.345;-0.80216;-0.51935;-0.7273
"2024-01-08T04:46:00+00:00";0;0.345;-0.80993;-0.53984;-0.73549
"2024-01-08T04:47:00+00:00";0;0.35;-0.80935;-0.56049;-0.74648
"2024-01-08T04:48:00+00:00";0;0.345;-0.80369;-0.55963;-0.74736
"2024-01-08T04:49:00+00:00";0;0.35;-0.79747;-0.55495;-0.74599
"2024-01-08T04:50:00+00:00";0;0.35;-0.79508;-0.55185;-0.74562
"2024-01-08T04:51:00+00:00";0;0.35;-0.80112;-0.5414;-0.74485
"2024-01-08T04:52:00+00:00";0;0.34;-0.81857;-0.54658;-0.74765
"2024-01-08T04:53:00+00:00";0;0.35;-0.82702;-0.55859;-0.75593
"2024-01-08T04:54:00+00:00";0;0.35;-0.83549;-0.59179;-0.77043
"2024-01-08T04:55:00+00:00";0;0.345;-0.84429;-0.61476;-0.78235
"2024-01-08T04:56:00+00:00";0;0.35;-0.85647;-0.62362;-0.79154
"2024-01-08T04:57:00+00:00";0;0.345;-0.86428;-0.6348;-0.80842
"2024-01-08T04:58:00+00:00";0;0.35;-0.85865;-0.6323;-0.83343
"2024-01-08T04:59:00+00:00";0;0.345;-0.86518;-0.64368;-0.85231
"2024-01-08T05:00:00+00:00";0;0.35;-0.86778;-0.6423;-0.85871
"2024-01-08T05:01:00+00:00";0;0.3;-0.87052;-0.62696;-0.86396
"2024-01-08T05:02:00+00:00";0;0.26;-0.86486;-0.62719;-0.86548
"2024-01-08T05:03:00+00:00";0;0.29;-0.86143;-0.60249;-0.85922
"2024-01-08T05:04:00+00:00";0;0.325;-0.86468;-0.59879;-0.84896
"2024-01-08T05:05:00+00:00";0;0.335;-0.86878;-0.60104;-0.82714
"2024-01-08T05:06:00+00:00";0;0.335;-0.87161;-0.60321;-0.81451
"2024-01-08T05:07:00+00:00";0;0.335;-0.8888;-0.62338;-0.81149
"2024-01-08T05:08:00+00:00";0;0.34;-0.90399;-0.64232;-0.82011
"2024-01-08T05:09:00+00:00";0;0.34;-0.93553;-0.65066;-0.84783
"2024-01-08T05:10:00+00:00";0;0.34;-0.94728;-0.65858;-0.87119
"2024-01-08T05:11:00+00:00";0;0.335;-0.94714;-0.68411;-0.88683
"2024-01-08T05:12:00+00:00";0;0.34;-0.96165;-0.68232;-0.8941
"2024-01-08T05:13:00+00:00";0;0.34;-0.96445;-0.67979;-0.91013
"2024-01-08T05:14:00+00:00";0;0.335;-0.95402;-0.68759;-0.92714
"2024-01-08T05:15:00+00:00";0;0.335;-0.96051;-0.71334;-0.9368
"2024-01-08T05:16:00+00:00";0;0.34;-0.97843;-0.73923;-0.95846
"2024-01-08T05:17:00+00:00";0;0.335;-1.03498;-0.78237;-1.00661
"2024-01-08T05:18:00+00:00";0;0.34;-1.06078;-0.82451;-1.03398
"2024-01-08T05:19:00+00:00";0;0.34;-1.06292;-0.82669;-1.04012
"2024-01-08T05:20:00+00:00";0;0.34;-1.06608;-0.81891;-1.03861
"2024-01-08T05:21:00+00:00";0;0.35;-1.10712;-0.83381;-1.06238
"2024-01-08T05:22:00+00:00";0;0.34;-1.11862;-0.85914;-1.07753
"2024-01-08T05:23:00+00:00";0;0.345;-1.13207;-0.87742;-1.1085
"2024-01-08T05:24:00+00:00";0;0.35;-1.14344;-0.87576;-1.11802
"2024-01-08T05:25:00+00:00";0;0.345;-1.16342;-0.87161;-1.10709
"2024-01-08T05:26:00+00:00";0;0.345;-1.19341;-0.86157;-1.1197
"2024-01-08T05:27:00+00:00";0;0.35;-1.2119;-0.85839;-1.12245
"2024-01-08T05:28:00+00:00";0;0.345;-1.2218;-0.86625;-1.11933
"2024-01-08T05:29:00+00:00";0;0.345;-1.22853;-0.88334;-1.12754
"2024-01-08T05:30:00+00:00";0;0.345;-1.25212;-0.88264;-1.13716
"2024-01-08T05:31:00+00:00";0;0.35;-1.26169;-0.89755;-1.13781
